PWK	C57	AJ	129	WSB	CAS	NZO	NOD
1243	0.9	1.07	0.86	0.92	1.02	0.97	0.84	0.99
1244	1.1	0.96	1.05	0.96	1.01	0.88	1.01	0.96
1245	1.01	0.96	0.95	0.91	0.9	0.89	1.08	1
1246	1.08	1.07	1.01	0.97	1.1	1	1.06	1.01
1247	1.51	0.96	2.22	2.11	1.03	0.92	0.6	1.11
1248	1.07	0.96	1.02	1.05	0.96	1.03	1.03	1.12
1249	1	1.07	0.84	0.96	0.97	1.08	0.97	0.85
1250	1.01	1.07	1.06	0.95	0.99	1.16	0.97	0.98
1251	0.93	1.07	0.89	0.85	0.98	1.09	0.86	0.99
1252	1	1.07	1.35	0.96	1.15	1.13	1.02	1.05
1253	0.94	1.07	0.83	0.89	1	1.08	0.91	0.94
1254	0.97	0.96	0.9	0.98	0.96	0.97	0.86	0.95
1255	1.04	1.07	0.99	0.96	0.92	1.03	0.9	1.05
1256	0.99	0.96	1.04	0.93	0.97	0.89	1.01	1.03
1257	1.39	1.07	0.99	1.27	1.19	1.77	1.37	1.1
1258	0.86	1.07	0.99	0.91	1.1	1.08	0.84	0.91
1259	0.92	1.07	0.84	0.86	1.01	1.01	0.88	0.96
1260	0.93	1.07	0.88	0.87	1.01	1.11	0.9	0.92
1261	0.98	1.07	1	1	1.16	1.05	0.97	0.96
1262	1.18	1.07	1.01	1.15	0.85	0.8	0.96	1.09
1263	1.29	0.96	1.15	1.13	0.97	0.94	1.17	1
1264	0.99	0.96	0.91	0.98	1.05	1.02	0.93	0.94
1265	0.95	1.07	1.05	0.98	1.06	1.18	0.82	1
1266	1.04	1.07	1.1	1.14	1.05	1.11	1.11	1.03
1267	0.97	1.07	0.87	0.89	0.99	1.01	0.88	0.98
1268	1.06	0.96	0.95	0.9	0.92	0.91	1.09	0.95
1269	0.91	0.96	0.93	0.96	0.92	0.88	1.08	0.95
1270	0.97	1.07	1	0.98	1.07	1.04	1.09	1
1271	0.94	0.96	1.19	0.88	0.75	0.85	0.93	0.96
1272	1.01	0.96	0.98	1.01	1.02	0.96	0.92	1.03
1273	0.86	1.07	1.17	0.87	0.98	1.02	1	0.87
1274	0.96	0.96	0.98	0.89	1.03	1.03	1.06	0.87
1275	1.18	0.96	1.13	1.05	0.93	0.98	1.31	1.12
1276	0.94	1.07	0.95	0.9	1.05	1.01	0.96	1.01
1277	1.54	0.96	0.98	0.97	0.99	0.88	0.8	1.06
1278	0.98	1.07	0.92	0.92	1.05	1.02	0.92	1.02
1279	0.95	1.07	0.97	0.93	1	0.98	0.98	0.98
1280	0.98	0.96	1.18	1.03	0.87	0.93	1.17	1.03
1281	1	1.07	0.88	0.81	1.01	1.03	0.98	0.9
1282	1.04	1.07	1.05	1.02	0.95	0.87	1.23	0.89
1283	0.95	1.07	0.92	1.04	1.02	0.95	0.91	0.98
1284	0.9	1.07	0.85	0.98	1.02	0.99	0.97	0.97
1285	1.04	1.07	1.25	1.1	1.01	0.79	1.14	1.01
1286	0.95	1.07	1.02	1.01	0.89	0.85	0.87	1.18
1287	0.86	1.07	0.86	0.94	1	1.02	0.9	0.94
1288	1.16	0.96	1.11	1.23	1.22	0.79	1.28	0.83
1289	1.07	0.96	0.93	1.03	1.11	1.06	1.04	0.98
1290	0.97	1.07	0.98	0.92	1.05	0.97	1.02	0.95
1291	1.15	0.96	1.49	1.47	1.01	0.83	1.86	0.85
1292	0.94	1.07	0.87	0.87	1.05	1.18	0.91	0.92
1293	0.96	0.96	1.07	0.91	0.96	0.95	0.97	0.88
1294	0.93	1.07	0.95	0.87	1.05	1.09	0.82	0.98
1295	1.13	1.07	1.11	1.67	1.08	0.67	1.06	0.73
1296	1.24	1.07	1.28	1.82	1.21	0.57	0.82	0.94
1297	1.15	0.96	1.29	1.26	0.98	0.93	1.78	0.94
1298	0.93	1.07	0.9	0.89	1	1.08	0.92	0.99
1299	1.05	1.07	1.06	1.27	1.04	1.03	1.35	0.95
1300	0.88	0.96	0.99	0.88	1.04	0.98	1	0.94
1301	0.97	1.07	0.98	0.93	0.99	0.98	1.03	0.96
1302	1.13	1.07	0.92	1.18	0.88	0.8	0.98	1.29
1303	0.85	0.96	0.89	0.87	0.87	1.02	0.87	0.91
1304	0.98	1.07	0.9	0.84	1.05	1.03	0.86	1.01
1305	1.1	1.07	1.03	1.02	0.88	0.94	0.98	1.19
1306	0.99	0.96	0.92	0.93	1.06	0.91	1.05	0.92
1307	1	1.07	1.04	1	1.05	1	0.94	0.98
1308	1	0.96	1.04	0.97	0.89	0.87	1.02	1
1309	1.02	0.96	0.92	1.03	0.97	1.09	0.97	0.99
1310	1.07	1.07	1.05	0.91	1.04	1.07	0.74	1.01
1311	0.89	1.07	1.05	0.94	1.24	1.1	0.82	0.96
1312	1.18	0.97	1.64	1.54	1.05	0.82	2.25	0.84
1313	1.03	1.07	1.08	1.02	1.05	1.13	1.59	0.99
1314	1	0.97	0.92	0.96	1.02	1.02	0.94	1
1315	0.86	0.97	0.92	1.18	1.32	1.09	1.08	1.07
1316	1.14	0.97	0.99	1.19	0.95	0.93	1.08	0.96
1317	1.02	1.07	1.15	1.05	0.94	1.19	1.13	1.02
1318	1.14	0.97	1.02	1.15	0.89	1.02	1.13	1.13
1319	0.93	0.97	0.96	0.86	1.03	1.05	0.99	1.02
1320	0.91	1.07	0.82	0.91	0.99	1.07	0.99	1.1
1321	1.03	0.97	0.88	1.14	0.94	0.95	0.99	0.97
1322	0.95	1.07	0.93	0.83	1.06	1.03	0.89	0.89
1323	0.95	0.97	1.06	0.94	0.89	1.04	0.92	1.03
1324	1.1	1.07	0.95	1.16	1.01	0.99	1.04	1.04
1325	0.99	1.07	0.93	0.95	0.96	1.05	0.83	0.99
1326	1.03	0.97	0.95	1.14	0.98	0.82	0.97	1.35
1327	0.85	1.07	0.82	1.25	1.08	0.96	1.24	0.97
1328	0.97	0.97	1.01	1.23	0.93	1.23	1	1.07
1329	1.11	1.07	0.91	1.09	0.85	0.82	1	0.91
1330	1.19	0.97	1.07	1.03	1.13	1.02	0.86	0.99
1331	1.02	0.97	0.97	1.09	0.87	1.01	1.03	1.05
1332	0.91	0.97	1.1	0.93	1.01	1.03	0.89	1.02
1333	1.09	0.97	1.04	0.95	0.66	0.61	0.91	1.13
1334	0.94	1.07	0.98	0.91	1.11	1.04	0.71	0.97
1335	1.15	1.07	1.07	1.02	0.92	0.74	0.97	1.12
1336	0.9	0.97	0.94	0.94	1.06	0.93	0.85	0.96
1337	0.95	0.97	1	0.79	1.1	1.1	0.9	1.05
1338	1.06	0.97	0.99	0.94	1.01	0.94	0.63	0.95
1339	1.06	0.97	1.03	1.01	0.99	0.93	1.03	1.08
1340	1.06	0.97	1	0.93	0.94	1.01	1.01	0.98
1341	0.98	1.07	1.04	0.89	1.04	0.99	0.92	0.95
1342	0.99	1.07	1.07	1	1.12	1.01	0.9	0.98
1343	0.88	1.07	0.81	0.74	1.02	1.04	0.82	0.94
1344	1.19	1.07	1.39	1.48	1.05	0.89	1.45	1.04
1345	0.86	1.07	0.79	0.72	0.98	0.98	0.86	0.97
1346	0.97	0.97	0.9	0.96	0.99	0.92	0.92	0.94
1347	1.13	0.97	1.03	1.05	1.16	0.9	1.05	0.97
1348	1	1.07	1.03	1.01	1.04	0.95	1.08	1.03
1349	1.01	0.97	0.97	0.95	0.99	1.01	0.7	1.06
1350	1.02	0.97	0.98	1.01	0.93	0.91	0.96	1.01
1351	0.93	0.97	0.9	0.82	1.05	0.98	0.84	0.99
1352	0.98	0.97	1.06	0.95	0.96	0.9	1.06	0.97
1353	1	0.97	1.07	0.97	0.95	0.96	0.95	1.01
1354	0.98	0.97	0.93	0.96	1.02	0.95	0.94	1.05
1355	0.99	0.97	1.11	1.04	0.96	1.12	1.05	0.98
1356	0.93	0.97	0.91	0.99	1.04	1.03	0.97	0.99
1357	0.93	1.07	1.17	1.01	0.93	1.02	0.94	1.05
1358	1.03	1.07	0.91	1.03	0.89	0.97	0.94	1.02
1359	0.98	1.07	0.92	1.01	0.99	1.02	0.87	0.95
1360	0.95	1.07	1	0.96	1.07	1.03	0.83	0.99
1361	0.91	0.97	1.03	1	1.17	0.89	0.99	1.02
1362	1.21	0.97	1.25	1.02	0.98	1.02	0.88	1
1363	0.99	1.07	0.98	0.9	1.17	1.09	0.86	0.97
1364	0.95	1.07	0.89	0.92	1.01	1.11	1.01	1.01
1365	0.96	1.07	0.88	0.85	1	1.04	0.87	0.95
1366	1.01	0.97	0.88	0.99	0.93	1.01	0.9	1.05
1367	0.97	0.97	0.98	0.96	0.99	1.06	0.93	0.99
1368	0.97	0.97	0.85	0.93	0.97	1.02	0.91	0.77
1369	0.91	1.07	0.97	1.13	1.01	0.92	1.19	0.86
1370	1.1	0.97	1.1	1.12	0.97	1	1.06	1.05
1371	0.89	1.06	0.87	0.8	1.01	1.16	0.83	0.89
1372	0.98	1.06	1.1	0.95	0.89	1.09	1.15	1.02
1373	1.13	0.97	1.12	1.12	0.94	0.95	1.19	0.99
1374	1.27	1.06	0.96	0.93	0.97	0.95	0.77	1.23
1375	0.92	1.06	0.9	0.88	1.03	1.08	0.74	1
1376	1.01	1.06	0.94	0.94	1.02	1.05	1	0.96
1377	0.92	1.06	0.9	0.61	0.89	1.08	0.66	1.06
1378	1.03	1.06	1.1	0.94	1.08	0.98	0.74	1
1379	0.97	1.06	0.72	0.89	1.17	1.27	0.7	0.95
1380	1.04	0.97	1.06	1.17	0.98	1.01	0.97	1.05
1381	0.93	1.06	1.07	1.01	0.99	1.06	1.15	1.07
1382	1	1.06	1.05	0.87	1.08	0.99	0.86	1.14
1383	0.99	1.06	1.04	0.94	1.03	1	0.96	0.98
1384	0.91	0.97	1.12	1.04	1.22	0.96	1.13	0.82
1385	0.96	0.97	0.92	1	0.98	1	0.91	1.01
1386	0.97	0.97	1.06	0.94	0.99	0.89	1.05	0.99
1387	1.03	0.97	1.04	0.95	0.92	1	0.91	1.07
1388	0.97	0.97	0.98	1.01	1.1	0.98	0.91	0.96
1389	1.09	0.97	1.37	1.39	1.04	0.89	1.64	0.84
1390	0.89	1.06	0.82	0.79	1.07	1.05	0.86	0.93
1391	1	0.97	1.04	1.01	0.91	0.98	1.01	0.99
1392	1.1	0.97	1.23	1.31	0.96	0.94	1.84	0.9
1393	0.89	0.97	1.15	0.96	1.01	1.15	0.84	1.01
1394	1.06	0.97	0.97	0.94	0.86	0.84	0.75	1.03
1395	0.91	1.06	0.95	0.81	1.01	1.08	0.84	0.98
1396	1	0.97	0.99	0.95	0.95	0.97	0.94	1.04
1397	0.96	0.97	0.9	0.89	0.93	0.95	1.02	1.05
1398	0.92	1.06	0.89	0.89	1.04	1.08	0.87	0.96
1399	0.83	0.97	0.99	0.98	0.96	1.01	0.88	0.98
1400	0.96	1.06	0.96	0.96	1.03	0.98	0.93	0.99
1401	1.08	0.97	1.13	0.94	0.71	0.72	0.98	1.09
1402	1.13	0.97	0.99	0.93	0.86	0.97	0.82	1.01
1403	1.1	0.97	1.04	1.12	1.1	0.9	1.08	0.93
1404	0.98	1.06	0.97	0.92	0.87	1.05	1.01	1
1405	0.81	1.06	0.93	1.03	1.46	1.05	0.77	0.91
1406	1.02	0.97	0.97	0.98	0.97	0.92	0.97	0.98
1407	1.13	0.97	0.95	0.95	0.83	0.98	0.96	1.1
1408	0.95	1.06	0.99	1.03	1.2	1.12	0.74	1.01
1409	0.98	1.06	0.92	0.88	1.05	1.06	1.03	1
1410	0.92	1.06	0.85	0.86	1.02	1.12	0.82	0.92
1411	0.76	0.97	1.02	0.94	1.1	1.03	0.9	0.85
1412	1.15	0.97	1.27	1.27	1	0.87	1.61	0.9
1413	1.25	0.97	1.14	1.18	0.86	0.97	1.18	1.07
1414	0.89	1.06	0.9	1.04	1.06	0.81	0.99	0.96
1415	0.96	1.06	0.97	0.95	1.02	1	0.84	1
1416	0.97	0.97	1	0.93	0.95	0.92	0.97	0.99
1417	1.04	1.06	1.05	0.97	0.91	0.96	0.87	1.26
1418	1.04	0.97	0.96	0.99	0.95	1.07	0.97	0.95
1419	0.96	0.97	1.03	0.93	0.96	0.93	1.03	1.03
1420	0.95	1.06	1.02	0.97	1.05	1.03	1	0.95
1421	0.98	0.97	1.05	1.02	1.01	1.02	1.04	0.98
1422	1.14	1.06	1.04	0.91	0.82	1.2	1	1.08
1423	1.03	1.06	0.95	0.95	1.06	1.07	0.96	1.07
1424	1.07	1.06	0.96	1.03	0.92	1	1.14	0.82
1425	1.1	0.97	1.2	0.99	0.94	1.09	1.02	1.15
1426	0.95	1.06	0.98	0.98	1.08	1.08	1.13	0.96
1427	1.15	1.06	1.24	0.92	1.23	1.15	0.95	0.95
1428	0.95	0.97	0.9	0.98	1.03	1.1	0.92	0.92
1429	1.01	0.97	1	1.21	0.92	1.01	1.06	1.01
1430	1	0.97	0.87	1.07	1.03	1.06	1.03	0.99
1431	0.93	1.06	1.06	0.9	1.17	1.01	0.95	1.02
1432	1.03	0.97	0.91	0.97	0.99	1.1	0.95	0.96
1433	1.04	0.97	0.95	0.91	0.98	0.97	0.93	1.04
1434	1	1.06	1.01	0.94	0.98	1	1.14	1.02
1435	0.93	1.06	0.98	1.12	0.86	0.99	0.89	0.95
1436	1.22	1.06	1	1.73	0.64	0.97	0.93	1.05
1437	1.03	1.06	1.01	0.99	1	0.97	1.22	1.12
1438	1.29	0.97	0.93	0.83	1.02	0.87	0.93	1.15
1439	1.01	0.97	0.96	1.01	1.05	1.06	0.96	0.96
1440	0.97	1.06	0.95	1.01	1.06	1.06	0.92	1
1441	0.96	1.06	0.96	1.03	1.07	1.09	0.99	1
1442	0.92	1.06	1	0.94	0.99	1.01	1.06	0.96
1443	0.99	1.06	1.05	1.39	1.14	0.98	0.77	1.01
1444	0.99	0.97	0.96	1.13	1.02	0.89	0.98	0.91
1445	1.32	0.97	1.16	1.1	0.92	1.08	1.04	1.05
1446	0.93	1.06	0.89	0.85	1.03	1.03	0.75	0.94
1447	0.95	1.06	1.05	1.12	1.15	1.15	1.11	0.97
1448	0.97	1.06	0.91	0.89	0.97	1.05	0.91	0.98
1449	1.07	1.06	0.96	1.12	0.82	0.88	1	1.35
1450	0.92	1.06	0.93	0.88	1.03	0.9	0.91	0.88
1451	1.02	1.06	1.01	0.85	1.01	1.16	0.92	0.98
1452	0.92	1.06	0.87	0.91	1	1.07	0.82	0.94
1453	1.16	0.97	1.16	1.19	1.02	0.96	1.38	1.02
1454	0.99	1.06	0.98	0.91	1.04	0.97	0.86	1.01
1455	1.09	0.97	0.98	0.95	0.93	1	1.22	1.03
1456	0.96	1.06	1.01	0.97	1.03	0.99	0.97	1
1457	0.93	0.97	0.99	0.95	1.01	0.88	1.03	1
1458	1.1	1.06	1.03	1.16	0.85	0.92	0.85	1.19
1459	0.99	1.06	1.04	0.95	1.05	1.01	1.03	0.98
1460	1.17	0.97	1.13	1.03	0.93	0.99	1.24	1.14
1461	1.01	0.97	0.79	0.96	0.94	1.09	0.83	1.06
1462	0.94	1.06	0.94	1.03	0.97	1.06	0.96	1.19
1463	0.97	1.06	1.01	0.91	1.06	1	1	0.98
1464	0.98	0.97	1.25	1.11	1.02	0.94	1.2	0.97
1465	1.12	0.97	0.93	1	0.99	0.85	1.13	1.01
1466	1.1	1.06	1.01	0.96	1.01	0.97	1	1.03
1467	0.94	1.06	1.02	0.93	1.09	1.02	1.09	0.95
1468	0.97	0.97	1.05	0.9	1.12	1.05	1.19	0.9
1469	1	0.97	0.96	0.96	1	0.99	0.94	0.98
1470	1	1.06	1.07	1.04	1.04	1.03	1.01	0.99
1471	1.18	1.06	1.15	1.29	0.85	1.12	1.09	1.19
1472	0.97	1.06	1.06	0.97	1.02	0.99	1.05	0.96
1473	0.97	0.97	1.21	1.06	1.15	0.97	1.09	0.99
1474	1.16	1.06	0.95	1.1	0.98	1.03	0.86	1.2
1475	1.01	0.97	0.99	0.95	0.99	0.93	1.08	1.08
1476	0.91	1.06	0.84	0.79	0.98	1.07	0.83	0.98
1477	1.04	0.98	1.13	0.94	1.09	1.07	1.34	0.91
1478	1.41	0.98	0.81	0.95	0.96	1.12	0.99	0.99
1479	0.87	0.98	0.72	1.03	0.87	0.92	0.76	1.46
1480	0.95	1.06	0.98	0.92	1.02	1.01	0.83	0.98
1481	0.97	1.06	1.19	1.1	1.04	1.07	0.9	1.12
1482	0.97	1.06	0.96	0.92	1.01	0.98	1.04	1.01
1483	1	0.98	0.92	0.98	0.81	0.8	0.8	1.13
1484	1.14	1.06	1.11	1.15	0.92	0.97	1.23	1.09
1485	1	1.06	1.01	0.97	0.94	0.98	0.97	0.9
1486	0.88	1.06	1.04	0.85	1.07	1.03	0.78	0.98
1487	0.91	0.98	0.85	0.82	0.96	0.98	0.79	0.98
1488	1.06	0.98	0.95	1.05	1	0.92	0.99	1.02
1489	1	0.98	1	0.93	1.09	0.96	0.76	1.06
1490	0.95	0.98	0.93	0.95	1.04	0.99	0.86	1.02
1491	0.91	0.98	1.04	0.75	0.88	0.86	0.72	1.09
1492	0.97	1.06	1.03	0.92	1.02	0.99	0.95	0.96
1493	1.13	1.06	0.91	1.17	0.98	0.83	1.02	0.96
1494	1.06	0.98	1.04	0.93	0.91	0.97	1.01	1.01
1495	0.96	0.98	1.02	1.11	0.98	1	1.15	0.97
1496	1.23	1.06	1	1.03	0.94	1.02	0.85	1.17
1497	0.99	0.98	1	0.95	0.96	1.02	0.99	0.97
1498	0.95	0.98	0.98	0.91	0.95	0.91	0.93	0.99
1499	0.86	1.06	0.84	0.74	1.02	1.06	0.74	0.87
1500	1	0.98	1.01	0.94	0.99	1.02	0.91	1.03
1501	0.98	0.98	1.01	0.97	0.96	0.87	1.1	1.05
1502	1.12	1.06	1.04	1.02	0.73	0.87	1.02	1.06
1503	1.19	0.98	1.42	1.51	0.97	0.83	1.73	0.82
1504	0.92	0.98	0.92	0.97	1.09	1.05	0.81	1.03
1505	1.29	0.98	1.07	1.45	0.99	0.84	0.67	1.15
1506	1.07	0.98	0.99	0.95	1.13	1.02	0.9	1.06
1507	1.06	1.06	1.01	0.95	0.98	1.05	0.98	1.08
1508	1.2	1.06	1.01	1.04	0.95	1	0.89	1.18
1509	0.99	0.98	1.04	1.03	0.96	0.96	1.18	0.98
1510	0.83	0.98	0.9	0.89	1.09	1.13	0.86	1
1511	0.91	1.06	0.81	0.78	1.05	1.01	0.84	0.93
1512	1.02	1.06	0.96	0.88	0.9	0.89	0.91	0.98
1513	0.91	0.98	0.92	0.86	0.99	1.07	0.9	1.04
1514	0.94	0.98	1	0.95	1	0.98	0.98	0.98
1515	1.23	1.06	1.11	1.04	1.01	1.06	1	1.06
1516	0.99	0.98	1.03	0.9	1.06	1.1	1.03	1
1517	1	1.06	0.94	0.9	0.95	1.06	0.89	1.01
1518	1.03	0.98	0.97	0.99	1.07	1.05	0.85	0.96
1519	0.99	1.06	0.97	0.99	1.01	0.95	0.84	0.99
1520	0.94	1.06	1.05	0.82	0.87	1.4	0.87	0.96
1521	0.88	1.06	1.02	0.93	1.04	1.06	0.9	0.96
1522	1.17	1.06	1.26	1.04	1.08	0.94	1.02	1
1523	1.04	0.98	0.91	0.91	1.01	1.22	0.8	0.99
1524	0.98	1.06	0.96	0.97	1.03	0.97	0.98	0.96
1525	1.09	0.98	0.96	1.34	1.13	0.9	0.87	1
1526	1.01	0.98	0.91	0.93	0.98	1.07	0.87	0.98
1527	0.84	0.98	1.07	0.92	1.03	1.02	0.75	1
1528	0.89	1.06	0.91	0.87	0.99	1.1	0.85	0.93
1529	0.97	1.06	1.77	0.97	1.02	1.11	1.03	1.09
1530	0.99	1.06	1.07	1.01	0.99	1	0.91	0.99
1531	0.95	0.98	1.03	0.9	1.04	1	1.01	1.04
1532	1.09	0.98	1.09	1.16	0.96	0.73	1.11	0.98
1533	0.98	0.98	1.03	0.99	0.99	1.04	0.96	1
1534	1.06	1.06	1.05	1	1	1.1	0.98	1.06
1535	0.95	1.06	0.88	0.88	1.02	1.06	0.84	1
1536	1.07	0.98	1.03	1	0.97	0.95	0.94	1.08
1537	0.96	1.06	0.94	0.88	1.18	1.05	1.06	1.05
1538	0.97	1.06	1	0.98	1.05	1.05	0.97	1
1539	0.92	1.06	0.89	0.82	1.01	1	0.81	0.98
1540	0.96	0.98	0.94	0.93	0.99	1.03	0.88	1
1541	1.3	1.06	1.12	1.1	0.88	0.93	1.09	1.11
1542	0.86	0.98	0.85	0.84	1.04	1.07	0.77	0.99
1543	0.95	1.06	1.1	0.97	1.01	1.05	1.01	0.99
1544	0.89	0.98	1	0.91	1.07	0.97	0.88	0.92
1545	0.96	1.06	0.95	0.98	0.98	0.98	0.94	0.98
1546	0.89	0.98	0.89	0.86	1.03	1.01	0.87	1.01
1547	0.97	1.06	1.18	1.13	0.97	1.03	1.15	1.03
1548	1.21	0.98	1.06	1.13	1.01	0.94	1.12	0.95
1549	0.94	0.98	0.89	0.89	0.96	1.04	0.92	1
1550	1.1	0.98	1.32	0.89	0.95	1.02	1.14	0.99
1551	0.91	1.05	1.05	0.94	1.1	1.14	1.16	0.83
1552	0.97	1.05	0.97	0.9	1.03	1.03	1.02	0.99
1553	1.18	0.98	1.26	1.31	0.94	0.93	1.84	0.92
1554	1.04	0.98	1.07	1.1	0.97	1.1	0.89	1.03
1555	0.95	0.98	1.04	0.95	0.96	0.92	0.98	0.97
1556	0.93	0.98	0.97	0.92	1.02	1.06	0.94	0.97
1557	1.05	0.98	0.95	0.91	1.11	1.04	0.85	0.91
1558	1.04	1.05	0.98	1.01	1.01	1.1	0.89	1.08
1559	0.96	1.05	1.14	0.9	1.07	1.09	0.92	0.92
1560	0.95	1.05	0.97	0.94	1.03	0.98	0.93	0.96
1561	1.03	0.98	0.88	0.9	0.85	1.04	0.94	1.03
1562	1.07	0.98	0.83	0.96	0.97	1.04	0.83	0.99
1563	0.9	0.98	0.96	0.95	0.92	0.89	0.98	0.92
1564	1.03	1.05	0.98	1.06	0.98	0.95	1.04	0.99
1565	0.97	0.98	1.03	0.94	0.96	0.89	1.01	1
1566	0.97	1.05	0.94	0.84	1.06	1.04	0.84	1.04
1567	0.99	0.98	0.89	0.9	0.96	0.92	0.98	1
1568	0.96	0.98	1.02	0.92	0.96	0.89	0.97	0.99
1569	1.01	1.05	0.97	0.88	1.05	1.03	0.82	1.01
1570	0.85	0.98	0.81	0.89	0.96	1.02	1.22	1.06
1571	0.99	0.98	1.12	0.93	0.97	0.95	1.1	0.87
1572	0.88	0.98	1.02	1	1.16	1.08	0.97	0.94
1573	1.03	0.98	0.97	1.01	0.95	0.92	0.95	1.03
1574	1.16	0.98	0.8	1.26	0.8	0.77	1.09	0.7
1575	1.02	0.98	1.01	0.99	0.92	0.98	1.33	0.91
1576	0.93	1.05	1.01	0.98	1.04	1	0.83	0.98
1577	0.89	0.98	0.94	0.83	0.92	0.87	0.85	1.06
1578	0.88	0.98	0.9	0.8	1.09	0.96	0.84	0.95
1579	1.1	0.98	1.02	1.13	1.11	1.07	0.75	1.01
1580	1.09	1.05	1	1.08	1.02	0.93	0.99	1.04
1581	1	0.98	0.97	0.92	0.95	0.97	0.89	0.98
1582	0.95	0.98	0.93	0.88	0.93	0.87	0.96	1.09
1583	0.96	1.05	0.9	0.86	1.01	1.05	0.89	0.97
1584	0.88	1.05	0.99	0.81	0.97	0.93	0.99	0.94
1585	1.09	0.98	1.14	1.09	0.93	1	1.19	1.1
1586	1.11	1.05	1.27	1.06	0.79	0.9	1.16	1
1587	1.07	1.05	0.97	0.94	0.95	1.18	0.91	0.96
1588	0.98	0.98	1.09	1.22	0.94	1.05	1.68	1.11
1589	1.01	0.98	1.1	1.06	0.94	1.05	1.05	1.06
1590	0.98	0.98	1.3	1.32	1.04	0.89	1.46	0.86
1591	1.01	0.98	0.95	0.93	1	1.01	0.9	1
1592	1.04	1.05	1.02	1.09	1.06	0.98	0.95	1.05
1593	0.96	0.98	1.04	0.9	0.93	1.03	0.91	1.04
1594	0.9	1.05	0.82	0.9	0.95	0.97	0.8	0.94
1595	1.02	0.98	0.96	0.93	0.98	1	0.89	1.02
1596	1.08	0.98	1.04	1.06	1.03	0.97	1.01	0.97
1597	1.01	1.05	0.94	0.9	1.02	1.02	0.83	0.98
1598	0.99	0.98	0.96	0.94	1.14	1.02	0.88	0.91
1599	0.95	1.05	1.04	1.14	1.01	1	1.31	0.98
1600	1.11	0.98	1.04	1.06	1.02	0.99	1.49	0.98
1601	0.92	1.05	0.98	0.92	1.07	0.99	0.91	0.92
1602	0.97	0.98	1.05	0.98	0.95	0.99	0.89	1
1603	1.1	1.05	1.07	1.05	0.99	1	0.85	1.04
1604	0.96	1.05	0.9	0.9	1.05	0.95	0.75	1.04
1605	0.92	1.05	0.93	0.95	1.04	1.22	0.95	1.03
1606	1.31	0.98	1.61	1.83	0.99	0.98	2.27	0.8
1607	0.96	1.05	0.94	0.85	1.06	1.06	0.88	0.97
1608	1.01	0.98	1.02	0.92	0.98	0.92	0.95	1.01
1609	0.96	1.05	1.02	0.98	0.86	1.13	1	0.94
1610	1.23	0.98	1.33	1.01	1.06	0.97	1.12	1.46
1611	0.91	0.98	1.12	1.21	1.05	0.92	1.55	0.85
1612	0.93	1.05	1	0.91	0.97	1.09	0.86	0.95
1613	1.02	0.98	1.04	1.01	1.11	0.84	0.86	1.06
1614	1.04	0.98	1.12	0.97	0.96	1	1.27	0.94
1615	1.23	1.05	1.16	1.22	0.89	0.93	1.17	1.06
1616	0.94	1.05	0.94	0.92	1.07	1.02	0.91	0.95
1617	0.92	1.05	0.9	0.83	1.13	1.09	0.89	0.96
1618	1.03	1.05	0.92	1.05	0.95	1.01	1	1.01
1619	0.9	0.98	0.98	0.84	1.05	1	0.93	1.03
1620	0.97	0.98	1.08	0.92	0.94	0.92	0.94	0.97
1621	1	0.98	1.02	0.94	0.98	1.01	0.98	1.05
1622	0.99	1.05	0.98	0.83	1.06	1.21	1.06	0.98
1623	1.11	0.98	0.96	1	1.02	1.05	0.95	1.02
1624	1.03	1.05	0.91	0.9	1.06	1.03	0.98	1
1625	1.39	1.05	1.34	0.81	0.99	1.15	0.72	0.99
1626	1.07	0.98	0.95	0.92	0.94	0.99	0.92	0.93
1627	0.94	0.98	1.06	0.83	1.01	0.97	1.09	0.91
1628	0.99	0.98	1.01	0.92	0.98	0.93	1.03	0.99
1629	0.99	1.05	0.89	0.89	1.02	1.1	0.84	0.96
1630	0.99	0.98	1.07	0.93	1.05	0.88	1.25	0.9
1631	0.94	0.98	0.82	0.75	0.86	0.76	0.95	1.03
1632	1.03	0.98	1	1.04	1.01	0.96	0.97	0.99
1633	0.95	1.05	0.93	0.88	1.06	1	0.89	1.09
1634	0.93	0.98	1.01	0.92	1.01	0.92	0.89	1
1635	1.05	1.05	0.97	0.96	0.85	1	1.06	0.96
1636	1.27	1.05	0.99	0.84	1.14	0.94	0.91	1.13
1637	1	0.98	0.93	1.05	0.87	0.9	0.83	1.03
1638	0.96	0.98	0.91	0.83	1.02	0.97	0.77	0.88
1639	1.14	0.98	0.92	1.06	1.16	1.01	1.07	0.99
1640	0.98	1.05	1.06	0.96	1.05	0.99	1.05	0.98
1641	0.91	1.05	0.9	0.86	1.09	0.97	0.87	1.02
1642	0.97	0.98	0.99	1.02	1.03	0.99	0.94	1.03
1643	1.07	0.98	0.97	1.07	1.02	1.05	0.98	1.01
1644	1.16	1.05	1.06	1.12	1.03	0.92	1.14	0.97
1645	1.07	0.98	1.07	1.02	1.03	1.03	1.01	1.04
1646	1.06	1.05	1	1.1	0.98	0.99	0.89	1.17
1647	0.97	0.98	1.04	0.94	1.1	0.91	1.19	0.86
1648	0.92	1.05	0.95	0.89	1.07	1.14	0.81	0.88
