	F6_M_PWK	F6_F_PWK	F7_M_PWK	F10_F_PWK	F6_F_C57	F9_F_C57	F9_M_C57	F10_M_C57	F6_F_AJ	F7_M_AJ	F9_F_AJ	F9_M_AJ	F6_M_129	F7_M_129	F7_F_129	F10_F_129	F6_F_WSB	F9_M_WSB	F10_F_WSB	F10_M_WSB	F6_F_CAS	F7_M_CAS	F10_F_CAS	F10_M_CAS	F6_M_NZO	F7_F_NZO	F9_M_NZO	F10_F_NZO	F7_M_NOD	F7_F_NOD	F9_M_NOD	F9_F_NOD
Myh14	1.003558855	0.994835523	0.948511559	0.977819051	1.037716941	0.99046911	1.060565305	1.146504308	1.088134554	1.030172254	1.117974567	1.138061306	1.00684024	1.008266652	1.046424667	1.073060257	0.99699506	1.005646742	1.09660586	1.025365164	1.034328979	1.028993565	1.080936544	0.976002425	0.907435996	1.067907617	0.994920065	1.137859438	1.036305669	0.969998872	0.99395251	0.966435373
Cald1	0.873681814	0.824922658	0.801673295	0.755226481	1.058329216	0.978568462	1.178425719	0.748054882	1.017557339	0.865091478	1.031532629	0.831754915	0.900232787	0.942188376	0.787973899	0.843714549	1.316490332	1.080102878	0.88008287	0.815892956	1.128728065	1.280585642	1.349013412	1.125061315	1.005051593	0.951396546	1.104053235	1.316505776	1.049050177	1.133995861	0.985078096	0.930199704
Ywhab	0.983242524	1.101260657	0.835721561	0.987644005	0.872554798	0.934795344	0.891458607	0.817925164	0.922592181	0.784325238	0.962620767	0.906709632	0.914339224	0.950682749	0.827542024	0.896348886	0.950101688	0.896905692	0.979907063	0.887647336	1.008686108	1.044095509	1.023867801	1.025808696	1.009171318	1.116574163	0.897815134	1.079931201	0.922233447	0.930689465	0.866893432	0.964480893
Slc4a3	1.07838107	1.019002111	1.159809748	0.985211554	0.801081231	0.874503323	0.906969571	0.915936627	0.823107855	0.904608044	0.786367133	0.880184727	1.02076002	1.029175949	1.059711221	0.924433719	1.083946542	1.284099889	1.083931674	1.07282502	1.076674152	1.130184993	0.956833376	0.933046291	0.804441763	1.011299948	1.00925219	0.686986969	1.06803685	1.07507901	0.947054315	0.941716324
Dctn3	1.044766448	1.066879826	0.789118676	0.921732196	0.931367653	0.913518586	0.993791934	1.013018407	0.90483107	0.933562397	0.943304234	1.005482344	0.938810671	0.960401291	1.03575339	0.970459403	0.932655461	1.043369032	0.965319438	0.960317441	1.004485885	1.10290118	1.076785681	1.130959509	1.141449832	0.865225491	1.141286705	0.986546667	0.874398938	0.935494822	0.956997653	0.9714576
Cryab	0.886686894	0.738619384	0.739914843	0.762438921	1.028305354	0.997405993	1.01711285	1.186373326	0.795010556	0.826035894	0.754792147	0.774238647	0.603800005	0.67675319	0.638756446	0.69646193	0.994156843	1.012962757	0.940679231	0.939959351	1.041659317	1.267161636	1.177360121	1.081064928	1.889403818	1.092062208	1.517951287	1.147433395	1.171046031	0.967801542	1.079846496	0.960639916
Ipo7	1.043527996	1.059378329	0.970081291	1.140955337	0.927147983	0.914742784	0.947606797	1.055663492	0.972008683	0.940005079	1.012612098	0.816850471	0.923585008	0.951468798	0.892907773	1.149832703	1.008775446	1.16313333	1.174847248	1.24930861	1.033517001	1.000506063	1.171067473	1.170803211	0.897149026	1.007292473	1.011206257	1.046684208	1.004848239	1.031906481	1.009387192	1.15840906
Pnkp	1.030454342	1.047038276	0.927665308	0.974964223	1.092501257	1.067969458	0.892038512	1.152237158	1.035450006	0.999234656	1.05440303	1.141002236	0.966629266	0.96465512	0.980408699	1.094801316	1.081066901	1.005325807	1.119384339	1.150555791	1.093875026	1.087915237	0.976580183	1.008950257	1.135493336	1.071468006	0.911131409	1.046509441	1.013041186	1.020800455	0.950329164	0.989676793
Gtpbp1	0.960262309	0.953629351	1.015899484	0.984133659	0.946867808	1.021857259	0.959564906	0.903281102	1.045103688	0.971496417	0.88650596	0.880189059	1.009709303	0.934111165	0.978377356	1.112021676	1.192661402	1.085518959	1.162033388	0.957805441	1.050207614	0.983880185	0.906596749	0.887075405	0.922821022	0.915163823	1.097133034	1.183088291	1.047164986	0.926914376	0.917589809	0.796350223
Cbx5	1.075078943	1.223575424	0.807484277	1.238072962	1.086798023	0.896890328	0.903522166	0.973486458	1.19092158	0.981793252	1.008263698	0.854393077	1.031922265	0.877090113	1.103269037	1.252195911	1.190739191	1.076048086	1.038163327	1.02625209	0.884179061	0.845237073	0.966647114	0.908582899	0.933353965	1.074120176	0.837572769	1.331621853	1.137461415	1.046802325	0.828764604	0.992569394
Vti1b	0.322751422	0.290910368	1.040214618	1.011282051	1.115766498	1.098230268	0.99434901	1.10071004	0.907968225	1.085893363	1.011644341	1.17819441	1.261816375	1.022133795	1.084729213	0.995949192	0.954964044	0.925782401	1.012383056	0.845777981	0.902638089	1.07303246	0.841795574	0.884428017	1.000099739	0.946537615	1.115380207	1.12541113	1.058044309	1.01408655	1.080967881	1.091656077
Rhot1	1.20215388	1.229758012	1.132699875	1.177685536	1.004454321	1.114575164	0.953713346	1.051686144	1.030514519	1.050022328	0.941521981	0.979339873	1.028535929	1.02842775	1.073343823	1.02895137	1.099733077	1.082255544	1.042418881	0.987374479	0.944197056	0.824823849	0.867259565	0.921053457	0.861884541	0.866268668	0.927222843	0.905293748	0.87998571	1.047340351	1.070420447	1.028467315
Krt19	1.075752617	0.960492735	1.039230412	0.917989375	1.310360558	1.145860067	1.135363347	1.189350117	0.809296418	0.954948663	0.880624364	0.742941332	0.775817982	0.808347071	0.977934131	1.161868902	0.879940714	0.92095569	1.191353917	0.87266682	0.695018117	1.221356502	0.918348414	1.2129238	1.002741497	1.013638314	1.035123616	0.990081852	1.305665007	1.108875756	0.929711904	1.007753135
Vasp	0.950522738	0.883708605	0.973341154	0.877405666	1.063127031	1.006730728	1.401743616	0.848821275	1.164467754	1.086734337	1.074829175	1.030326026	0.818412297	1.02215923	0.796459696	0.828205816	1.177107345	0.956471495	0.822809879	0.795971159	0.985177951	1.112087531	1.103021886	0.916111421	1.057278491	1.013352992	1.278013354	1.118918636	1.199033058	1.347052986	1.054148517	1.000705202
Sf1	0.990985685	1.072415645	0.954509097	1.026445992	1.0146315	1.002228602	0.925526243	0.983471033	1.125670734	1.009090002	1.102313347	0.999750871	0.955455496	0.958170943	1.13684516	1.043513954	0.968293504	0.959417833	1.012692106	1.099837351	1.117919246	1.065086945	1.164075833	1.064098093	0.902548156	1.084890327	0.919194926	1.051157008	0.965280405	0.960511736	0.8791024	0.931667156
Flnb	0.983138666	0.984003866	0.958851838	0.913202614	1.186622042	1.088665176	1.084936264	1.069030101	1.218252089	1.064538212	1.082287275	1.027433458	0.947848704	0.977548113	0.934786735	0.994604656	0.995484892	0.953046305	1.014600673	0.941861577	1.040443311	1.128628124	1.191883965	1.044052723	0.99492909	1.061420106	1.033649521	1.071220887	1.076487458	1.053257305	0.994841511	1.031836585
H2afz	0.893038085	0.97036973	0.850778954	0.870452218	0.988061002	0.924543762	0.951728913	1.127342661	1.012312776	0.796644606	1.0151837	0.873606189	0.829109751	0.857944328	1.026894376	1.04648718	1.063210508	1.151784478	1.143326261	1.13343412	1.072199411	1.143941765	1.200790219	1.136071318	0.926374701	1.095742642	1.036767157	1.16999792	0.863725415	0.982569479	0.895136827	0.869935439
Actn4	0.954238951	0.916733198	0.92876233	0.924835616	1.117583372	1.055060754	0.98587872	1.071109245	1.218169659	1.049358288	1.096966624	1.082250881	0.989218825	1.03078337	1.009983642	1.154591409	1.001904737	1.048302512	1.050630384	0.963335946	1.009376449	0.945440597	1.099042897	1.01338959	0.963266235	0.962969594	0.994752377	1.087941218	1.047871067	1.000643598	1.039924565	1.00469701
Dnajb4	1.061387864	1.035543201	0.958528521	1.114204471	0.955580954	0.843712428	1.024314788	0.93142257	0.927283468	1.025039764	0.919031202	0.891169612	0.858874539	0.979106912	0.99173456	1.027156488	1.028144865	1.139913329	0.941929495	1.026646013	0.80047274	1.061566519	0.956647089	0.898198867	1.342663253	1.05799555	1.398547514	1.179963831	1.0475649	1.017644862	0.975807074	1.033786503
Msra	0.779320303	0.747735958	0.773839099	1.156944444	1.048908671	1.04869482	1.053718524	1.226237598	1.155115094	1.082531287	1.031123868	1.071736426	1.002371799	1.010242173	1.158320709	1.418612816	1.101623116	1.193713464	1.604166667	1.686084026	0.760859531	0.895507281	1.547422628	1.231641823	1.383130327	1.039691435	1.117272896	1.205543763	1.100968177	1.1689253	1.11950924	1.305758826
Sp110	1.070540051	0.912505711	0.888475679	0.821753579	1.0317485	1.184670331	1.266665951	1.142289569	0.963307277	0.826778706	1.230052535	1.689046615	0.768804863	0.836118788	0.950489149	0.947504687	0.952141866	1.000793211	0.870004974	0.813259643	0.959085764	1.30887034	0.858543575	0.909713799	1.173080178	1.121398677	1.296679245	1.036376964	0.963281918	0.929655593	0.997567133	1.000887245
Thoc1	1.029269279	1.04853801	1.02582217	1.035531149	1.021681213	1.027711948	0.933747579	1.007253189	1.044031945	1.032156938	1.195457332	1.038418619	0.940393831	0.978669256	1.058771308	1.025356056	1.056121281	1.094978107	1.031174262	1.083690942	1.042762813	1.170300597	1.092132718	1.072534698	0.956165509	1.16807526	1.027218204	1.073807265	1.070520172	1.064999184	1.120179382	1.185580384
Hist2h2be	1.135528652	1.243936927	0.765197846	1.135806452	1.088109579	1.079639841	1.013779351	1.341785838	0.943337006	0.672799067	0.957743365	0.950683298	0.836863789	1.019161763	0.912920578	1.06215682	0.879594395	0.912067914	0.94448305	0.956196135	1.317079914	0.785238828	1.39192046	1.331080691	0.702377066	0.987537545	0.809649337	0.93098085	0.579526573	0.645528303	1.022993615	1.003772636
Dysf	1.367389079	1.266410784	1.37828917	1.280760692	0.895811293	0.880854642	0.892597275	1.037997309	0.476642314	0.617406724	0.437086869	0.449359455	1.162367418	1.182735472	1.181886541	1.228613315	1.041030105	1.132330153	1.10151202	1.063700853	1.028343353	1.002358405	0.967450083	0.985984948	0.996541356	0.955918911	1.095680284	0.921289416	1.248019172	1.158596731	1.250925442	1.099909683
Eif2s2	0.897558252	1.013839685	1.017398283	1.045469466	0.930194837	0.895915127	0.977820906	1.006451736	1.050621075	1.050465735	0.983075006	0.843186086	0.86575322	1.020464829	1.048321619	1.083132614	1.162250821	1.077643784	1.036915469	0.934558435	0.855130177	1.041434837	0.946973694	0.971669175	1.106308113	1.02661073	1.239235822	1.200479279	1.150602709	1.007745738	0.913634839	1.008744525
Rcc1	1.097074845	1.086550992	0.757112237	0.964062826	1.009138127	0.911520016	1.036971893	1.050013996	1.083268038	0.798748478	1.256314499	1.07534969	0.914969634	0.760148367	0.896686603	0.992620346	0.913036517	0.950342575	0.936156359	1.087903806	0.936820826	0.962009313	1.030012799	1.126991381	0.988843555	0.946966749	1.042216815	1.174765518	0.762796867	0.787422157	0.808814214	0.951147364
Ap2a1	1.089542106	1.043705488	0.938026794	0.981790513	1.074428025	0.982547937	0.943474302	1.005350924	1.029472267	0.972440215	0.922539769	0.968672007	1.059699378	1.061545115	1.126522092	1.130496253	1.130911165	1.0929863	1.065540114	1.005385592	1.049169312	0.963272709	1.003375854	1.036321533	1.01816745	0.930575819	0.95066601	1.072912466	0.982665048	1.032997862	1.081519362	1.041843486
Nras	0.847090298	0.788052682	0.903933788	0.975481696	0.884259706	1.041734885	1.08791947	1.00429911	0.744867382	0.936404475	0.966194113	1.003096208	0.860686966	0.937062086	0.863966593	1.050329621	1.085636842	1.067252189	1.120058217	1.12231289	0.910417035	0.763787895	0.95955816	1.005828196	0.853348113	0.853065057	1.057513895	1.018350103	0.970301253	0.850607789	1.0250772	1.069720953
Srsf11	0.976984411	0.905625628	1.064361616	1.058427887	0.959244831	0.894999461	0.940411045	1.073725423	1.12202496	1.045261792	1.022258142	0.861235656	0.908493956	0.951991081	1.130069772	1.157499007	0.969352299	1.013460385	1.016755492	1.100420318	0.940253462	0.959796778	1.059206785	1.0015896	0.983732157	0.962206017	0.963971647	1.059101734	1.055372513	0.923825906	0.84017381	0.832741791
Nxf1	1.050541365	1.213534757	0.896480699	1.033174784	1.019292361	1.062094108	0.940406784	1.031998534	1.057267096	0.908474988	0.938986157	2.394055348	0.92000643	0.871393559	0.974782812	1.11655202	0.916558134	1.049716164	1.042322288	1.134561213	1.076801409	1.267990049	1.401113905	1.290181302	1.129677341	0.976061979	0.759363996	1.0713953	0.827689465	0.899204934	0.824160879	0.95946467
Sh3bgr	1.063409217	1.007750025	0.818934743	1.003401389	0.854120621	0.789282404	0.957247808	0.827710378	1.099959676	1.00752858	1.032140736	1.117104857	0.891312464	0.744804954	0.867338636	0.972129407	0.853362262	1.054334749	0.948875422	1.299462595	1.008791297	1.312507408	1.274571507	1.195007398	1.152304791	0.945954931	1.024063814	1.220017639	1.146487301	1.041845359	0.838358336	1.306141732
Myh7b	1.116321038	1.153606402	0.983117462	0.819030034	1.069106653	1.071834805	1.112635346	0.916231479	1.128385243	1.024563542	1.26391895	1.249227232	0.989997084	1.045930308	0.96043371	1.07325312	1.209917769	1.04354668	0.965420276	0.868248166	1.055429735	1.198872997	1.035781955	1.009052081	0.87869275	1.02766392	0.996570874	1.000786406	1.223194636	1.461274868	1.114676265	1.044648663
Rps17	1.007669041	1.027648345	1.043022189	1.063338857	1.007558444	1.137462031	1.012649551	1.020353944	1.012760219	1.005876015	1.093590137	1.025817431	1.007217163	1.011725806	1.123768523	1.06548378	1.071674828	1.089850818	1.05656524	0.97723823	1.11071808	0.936797417	1.093246019	1.053465631	0.900609616	0.799945578	0.907062825	0.888125897	1.008390357	1.010303632	1.046401052	1.020602112
Ncoa5	0.958042454	1.018443788	0.908655165	0.97903494	0.982381642	1.066284469	1.066286123	1.158489664	0.974896661	0.961019395	1.097317604	1.060891417	0.980092276	0.98648132	1.065407348	1.086396236	1.033133378	1.069997095	1.052756831	1.081280714	0.992363962	1.157124695	1.102804183	1.092547876	0.92335019	1.094070825	0.980560428	1.168911217	0.947997217	1.001437045	1.004250889	0.969482552
Cttnbp2nl	1.186958185	0.999292279	0.847253885	1.470929734	1.11916627	0.94469033	0.989704213	1.25150025	1.179143123	0.990341737	1.107522843	1.031266902	0.980606758	0.958620231	0.940514689	1.522726946	1.063646259	0.962584834	1.351164629	1.66028013	1.111548254	1.044632214	1.584794873	1.276537463	1.163438923	1.08352366	1.007448107	1.359212988	0.9734567	0.96327963	1.079090016	1.015809952
Pln	1.158114556	1.128315748	1.196677149	1.245525689	0.920786397	0.900592	0.900126664	0.826326334	0.944345408	1.065758117	0.960314935	1.353604437	0.961596716	0.958537352	1.021692263	1.037445409	0.99576543	1.004476242	0.901772906	0.820651671	0.700170365	0.73615758	0.654553635	0.745323091	0.895937452	0.69982275	0.838460955	0.774929429	1.042573601	1.049976387	1.031595098	0.923737663
Clasp1	1.146701314	1.144417459	1.029317933	1.119948662	1.028744289	0.892153502	0.967167749	1.118668837	1.032296511	0.991611459	0.941961178	0.890261151	0.910449141	0.92423876	0.925562309	0.988840871	1.130344116	1.10207237	1.091882005	1.075772342	0.948609766	1.010494242	1.009608933	0.974115176	0.974826524	1.097035089	0.973361915	1.11040835	1.081213486	1.027282484	0.96972809	0.987329684
Spata5	0.971774061	1.088786934	1.368553164	0.978086518	0.924204825	0.967991698	0.979759121	1.074902255	0.91112541	0.96269806	1.233549541	0.969580869	0.974571347	0.919757967	0.986340814	1.205050945	0.930202595	1.238690028	1.158678344	1.137767975	1.034672054	1.255429586	1.136537737	1.117362597	0.9116696	0.951913107	0.808749976	1.044831126	0.757748978	0.968849043	1.185320259	0.786751873
Agpat3	1.001629394	0.877914204	1.065078174	1.00485239	0.843629173	0.981802101	1.034379152	0.947715377	1.075423125	1.209227941	1.101964011	1.059881939	1.142029395	0.922387246	0.958974252	0.832416459	1.185462103	1.257356759	1.173475349	1.336525769	0.87248408	0.932437905	0.810525582	0.902725192	0.74185912	0.942868132	0.87809074	0.743830634	0.917491078	1.059698485	1.232270539	0.972046923
Mpp6	0.961450367	1.228886925	0.714710688	0.822177771	0.867982824	1.150626095	1.024902214	1.166884358	0.920212662	0.9172868	1.051251755	2.810729606	0.921482401	1.000485645	0.885348881	1.112758687	0.785863447	1.013451345	1.211235639	1.223223124	0.87302531	0.755106351	0.817102523	0.884949119	1.099663187	1.312808457	0.87869354	0.932320549	1.000153027	0.981875924	1.079162973	1.203828099
Sarnp	1.012318807	1.140386957	0.978031155	1.059495162	1.001514317	0.988461827	0.898998559	0.98786149	1.054316529	0.943444428	1.026766659	0.968070907	0.881379762	0.897100226	1.05335691	1.075044743	1.053978327	0.996572232	1.104686987	1.096619536	1.110489798	1.169794244	1.236528548	1.174998755	0.859747383	1.075914919	0.874950145	1.105254328	0.96831659	1.036768013	0.88706554	0.946838617
Sept7	1.038074836	1.042385163	0.99802409	1.037321186	1.058533389	0.949035114	1.010739278	0.892957203	1.083193061	0.945497313	1.017210897	0.864143856	0.910825598	0.944065672	0.925014401	0.969665123	1.062250341	1.0015688	0.997273009	0.925415836	1.009229124	1.063867891	1.082523521	0.952654362	1.020278257	1.063467883	1.011662385	1.221055165	1.113807715	1.024759877	0.884893057	0.962561854
Ran	0.90159029	1.013836106	0.796103597	0.967042688	0.973655809	0.850758863	0.930363685	1.050047927	1.048888783	0.894644313	1.114415176	0.79791836	0.860297145	0.883493556	1.099267331	1.097724731	1.07001155	1.100081542	1.109517602	1.137174644	1.057817696	1.188610502	1.091932547	1.126391368	0.818740795	1.034691859	0.883817885	1.093183299	0.85637149	0.972611251	0.819683791	0.83439836
Metap2	0.989044805	0.893785751	1.128667215	1.053833991	0.965898755	0.78999059	0.961307181	0.944280204	1.064691208	1.072594321	1.059231189	0.94699234	1.126885799	1.092488777	1.091982319	1.050401441	0.97694159	0.844838229	0.936009267	0.78903374	1.008054849	0.859673977	0.999810989	0.966827326	1.000710273	0.933576943	1.024745643	0.984983034	1.288379779	1.244754439	1.091654999	1.011195735
Dlg1	0.995622601	1.020740945	0.881371281	0.933336202	1.037248664	0.987451368	0.931185341	0.989645175	1.103714929	1.080799303	1.025360817	1.005899172	1.020887043	1.004264309	1.038664348	1.033204017	1.062748081	1.012299106	1.01717917	1.068599812	1.057690678	1.00320772	1.038983237	0.980492008	0.926020659	0.971566715	0.862700376	0.999825868	1.201856908	1.209977999	1.164582515	1.257866558
Myo18a.1	0.998094326	0.939671849	0.895297252	0.964945367	0.997560504	0.927007531	0.99521397	1.093083383	1.064940945	0.998364721	0.985873402	0.95903902	0.988109679	0.976066287	1.039225323	0.988010543	1.046112705	1.042065208	1.029588805	1.195690589	0.958815144	1.099568745	0.993822051	0.979420555	0.90124218	1.076100937	0.982181629	1.140205854	1.139949986	1.162401985	1.085401933	1.097249523
Mars	1.14221686	1.122256611	1.085537572	1.058793136	1.083074618	1.068688064	0.957128355	1.084356432	1.036886238	1.010909166	1.104322274	1.128296816	1.037299027	0.919948051	0.997103869	0.975223856	0.958035607	0.944075621	1.014793377	1.133169633	1.001265296	1.00755625	0.862915517	0.937457866	0.943525475	1.087010714	0.959102354	1.028100375	1.127105438	1.306647731	1.195623402	1.310901363
Tpm4	0.911075949	0.751418927	0.904167134	0.718650812	1.097975522	1.147603063	1.502976981	0.62755274	0.847064548	0.927497347	0.931564645	0.923627069	0.931275673	0.929946827	0.660269936	0.766302845	1.354456715	1.021104842	0.847206798	0.654488876	0.961879151	1.01261788	1.057442089	0.897338934	1.182012667	0.887022946	1.616890295	1.521896957	1.400073874	1.242414816	1.316870021	0.943805873
