	F6_M_PWK	F6_F_PWK	F7_M_PWK	F10_F_PWK	F6_F_C57	F9_F_C57	F9_M_C57	F10_M_C57	F6_F_AJ	F7_M_AJ	F9_F_AJ	F9_M_AJ	F6_M_129	F7_M_129	F7_F_129	F10_F_129	F6_F_WSB	F9_M_WSB	F10_F_WSB	F10_M_WSB	F6_F_CAS	F7_M_CAS	F10_F_CAS	F10_M_CAS	F6_M_NZO	F7_F_NZO	F9_M_NZO	F10_F_NZO	F7_M_NOD	F7_F_NOD	F9_M_NOD	F9_F_NOD
Pom121	0.887755482	0.927264046	0.938230019	1.079552129	1.169580062	0.909834452	0.913215097	1.042352755	1.018374152	0.974455429	1.05967283	0.990232699	1.13336085	0.925346223	1.036539536	1.093483735	1.179959311	0.971116297	1.052000238	1.119603763	0.905578577	1.075060379	1.180161728	1.044538241	1.286550266	1.057226831	1.035772169	1.051977303	0.911620406	0.993319321	0.96277607	0.924739908
Eif4g2	1.014468729	1.036240078	0.935443834	1.028236505	1.057731577	1.009331588	0.965929012	0.9781012	1.028346987	1.018507053	0.981950929	1.010276875	1.034337797	0.985912003	1.094836812	1.027940709	1.093097571	1.045267848	0.993860363	1.011071682	1.1566137	0.9660488	1.050310285	0.988230993	0.899151411	0.903955116	0.896102351	0.942903383	1.021044939	1.058544225	1.038120402	1.0370504
Cmya5	1.028712635	1.009899473	0.938523864	1.04543825	0.831645246	0.772133884	0.840340766	0.913130094	1.156567184	1.115338501	1.06131256	1.108001486	1.006526153	1.014847147	1.055319835	1.027262529	0.96358454	0.999608106	1.006123212	1.127998249	1.096028863	1.184623513	1.159072199	1.139598366	0.886484992	1.039509138	0.910391591	1.134451629	1.020738221	1.035435048	1.013711546	1.028828745
Copb2	0.911071183	0.870155932	1.113359193	0.813789238	1.093200926	1.190129237	1.12801477	1.019621248	0.967297104	1.214511289	1.032809143	1.18994622	0.951345802	1.023998364	1.056460427	1.064430004	1.031197207	1.061740598	0.946985214	0.824210388	0.973580156	0.847765682	0.902204067	0.978176923	1.09839154	0.885586341	1.232507576	0.77965441	1.166943601	1.014001458	1.265037383	1.171851084
Slc27a4	0.868550554	0.936953732	0.990827814	0.862318841	0.998837083	1.090244704	1.015663668	0.949328138	1.10425694	1.293064883	1.142388418	1.239537392	0.896429299	1.071269703	1.036870524	0.849910607	1.01721362	1.034338083	1.281381765	0.933619106	1.109476983	1.166429821	1.128171531	0.98905804	0.971822262	1.029931222	1.023573339	1.273074066	1.169906989	1.138444186	1.12684579	1.127105989
Diaph2	0.8286921	0.841089228	0.9234754	0.879135523	1.121194365	1.028608356	1.0567842	0.965690714	1.154114338	1.079900726	0.972683374	1.012053172	1.098478588	1.049025635	1.030701334	0.986568697	0.937741656	1.043488361	0.927869326	0.981787342	0.922343925	1.127012594	0.977805272	0.927212976	1.024292729	1.305211311	1.029847292	1.049775108	1.132188961	1.041496729	0.980427682	0.997110137
Ybx2	1.408076003	1.565778583	1.145671071	1.208750703	1.024017708	0.923500513	0.85968894	0.972518856	1.157766994	1.014481476	1.126713086	1.068598987	1.43889884	1.184115621	1.291468463	1.151198447	1.294237113	1.155689054	1.126471505	2.213735153	1.007746417	0.503134185	0.863981776	0.780930989	0.766183781	0.758854418	0.785396092	1.137900806	0.880090392	0.904600315	1.102552843	1.183129522
Rbm26	0.884836988	0.957079547	1.041110346	1.068300654	0.94752264	0.987823421	1.004688086	1.110767239	0.941614048	1.076198344	1.09134447	0.988567854	0.816544427	1.08039398	1.047090145	1.120509851	0.989397686	1.070492167	1.120381324	1.13593525	0.920733157	1.031785876	1.11907494	1.143945822	0.938567553	1.079076593	0.992941849	1.176557399	1.060516086	1.122993429	0.975595351	0.975595859
Ccdc47	1.147255714	1.095679687	1.153225246	1.114673438	1.031870808	0.990188277	1.11594131	1.094065178	1.000442488	1.093135939	1.075368993	1.168283287	0.988186185	0.988551638	1.037736351	0.901578609	0.916730535	1.073104324	0.924366167	0.981482544	1.109895455	0.958057843	0.94153001	0.963002907	0.979670544	0.928056639	1.036487203	0.93109085	1.059929683	1.068614623	1.0815163	1.080281303
Gtf3c4	0.917071904	1.032397369	1.024154435	1.060222786	0.937152081	1.064395075	1.061328917	1.12583062	1.119370334	1.049132996	1.142174602	0.913279683	0.838740688	0.893532607	1.05116999	1.108415778	0.99717045	1.264322006	1.088549527	1.182588777	1.07217128	1.28786524	1.264697865	1.15967872	0.78761853	1.064384437	0.936077288	1.031660083	1.022702284	1.030258049	1.014499156	0.940451692
Pdia6	1.012281473	1.077028493	1.325801234	1.166516673	0.895152344	1.315598482	1.10996953	0.970772577	0.858368776	1.048399516	0.798137696	0.88611724	1.054066779	0.981229058	1.084206225	1.011172366	0.947998688	0.960037547	0.936113818	0.950526688	0.837838447	0.833118792	0.954429537	0.978190956	0.917418085	0.855292071	0.921440989	0.979269614	1.189386564	1.300179668	1.106928724	1.471849276
Ap3d1	0.867731568	0.819407394	1.139763013	1.038383298	1.111736177	1.235601796	1.123933846	1.085407222	1.067059449	1.25528966	0.997831403	1.252552939	1.070387432	1.002761358	1.165350288	1.024651154	1.151235251	0.981044259	1.166848125	1.074128215	0.728367443	0.867471379	0.92268546	0.75848962	1.004740625	1.007589855	1.02185341	1.079917754	1.203220739	0.983345034	1.069433382	1.043972358
Mrps10	1.094432082	0.978146047	1.309193257	1.007439505	1.070177676	1.204887476	1.108359815	1.033330501	0.839135578	0.983440298	0.857587834	1.005979508	1.058808296	1.15659896	0.984803136	0.905794534	0.977649724	0.958190371	0.983821639	0.816868457	1.069130539	0.912377703	0.942610757	0.981158752	1.349629031	1.128176954	1.353511413	1.115564476	1.221418798	1.051066592	1.205809873	1.114563521
Ldhb	0.797070156	0.697389083	0.825121377	0.693280968	0.964204094	0.807850488	0.637834864	1.297978984	0.729797175	0.933250244	0.84627016	0.616146511	0.973138575	1.324752752	0.974442006	0.982579858	1.277317931	1.244872317	1.055264936	0.77466374	1.173007651	0.702605177	0.843175487	0.834424258	0.911388306	0.824197641	0.905504841	1.052195332	1.560041513	1.055662889	1.72507539	1.932415079
Hars2	1.129677238	1.179381389	0.999157451	0.852855543	1.194943946	1.026275212	1.232962407	1.193204242	1.049840888	1.095990359	0.929706092	1.005258522	1.077993749	1.10168917	1.115543912	0.95933068	1.24183172	1.178799465	1.152255909	1.246365678	1.048837322	0.938817444	1.014445382	1.097082819	0.873798233	1.180622766	0.917644752	1.081492575	1.199705835	1.077677459	1.044323151	1.038978196
Rtn3	1.10383857	1.131446039	1.200499342	0.821200797	0.941689567	1.146116321	1.084248672	1.196110242	1.093065333	0.965275466	0.790419141	1.05456679	0.966319244	0.887532865	0.935517622	0.793484185	1.160060875	1.415784432	0.962383347	0.946315631	1.156508249	1.129060618	1.093580687	0.950027947	1.013806592	1.031715854	1.11690819	0.756513982	1.041106446	1.019772376	1.033794517	1.462828279
Jph2	1.160906652	1.185330801	1.038341604	1.156434777	0.90261104	0.803344327	0.911273554	0.95194901	0.98648535	0.997948273	0.934364435	0.989596875	0.915044549	0.987690457	1.05817983	0.991365399	1.12414885	1.124757262	1.110759837	1.211895888	0.976208332	0.992959547	0.987093027	1.035038185	0.969211298	0.848906202	0.886065752	0.997896071	1.022375478	1.040750421	0.996961223	1.088433105
Atp6v0a1	1.033339293	1.107819642	1.08581018	1.11444818	1.023223409	0.945617056	1.104712152	1.045521132	0.87795398	1.03252181	0.957217251	1.049921971	1.093397033	1.14575589	1.096178646	1.143391433	1.184424528	1.067036962	1.067809453	1.194587939	1.297303175	1.21572968	1.132068233	1.230010523	0.821638602	0.847286696	1.016316394	0.954369427	0.945643321	1.148057768	1.109947822	1.140660275
Cav1	0.966650229	0.900777012	0.988408073	0.885265723	1.000547909	0.992504956	1.092515774	1.084088429	0.93782876	0.96931363	0.904178756	1.072921404	1.079836573	1.157614198	1.10610933	0.973146589	0.943865962	1.035998187	1.028179014	0.829000349	1.202788298	1.006037399	1.162407614	1.140296497	0.99365917	0.85064607	0.8773319	0.793229129	0.890668648	0.969414755	0.967152033	1.012633742
Bcl2l13	0.896746846	0.935367693	1.117780796	0.805973266	1.010241279	1.195004591	1.158338272	1.249852981	0.852468438	1.059200736	0.946651579	1.076729743	1.222988249	1.066786504	0.965115025	0.772606486	0.900224176	0.905788155	0.898178724	0.723876864	0.904189329	0.827813952	0.840142136	0.825548886	1.442336314	0.950180006	1.434695889	0.691140314	0.94706407	0.991058046	1.045475513	1.127692121
Gys1	0.971587079	0.964913404	1.318667391	0.969315394	0.900507104	1.032885029	0.958212254	0.862705506	0.827279785	1.451230715	1.037765867	1.05552364	1.055561071	1.189074793	0.953812618	0.799282822	0.821836553	0.854839707	1.042724288	0.724496138	1.712170775	0.451600036	1.5685532	1.444992262	1.075185727	0.872900814	0.976269677	0.686623946	0.597995979	1.076753586	1.037150454	0.952546915
Cast	0.659642846	0.682506037	0.666139542	0.625663499	1.219278834	1.054080751	1.284987823	0.856192655	1.093616007	1.011253571	1.125790166	0.864803827	1.099200674	1.111688774	1.066260251	1.059829593	1.030207505	1.075518	1.045569365	1.099014899	0.58573122	0.710171047	0.568652198	0.586805302	1.262121598	1.501849027	1.294956896	1.365560895	1.214869955	1.190852097	1.018094385	1.028708388
Eef1a1	1.306927131	1.352842028	1.409918595	1.409320121	1.023432479	1.017226339	0.977695669	0.944437108	1.080733736	0.963063563	1.10649646	0.862523217	0.833108	0.844252583	0.865101745	0.923372704	1.024573824	0.947125239	0.956980225	0.805172246	0.816462976	1.103332494	0.915929792	0.786491074	0.90328986	1.062208116	0.894692552	0.919292204	1.020471211	0.983658329	0.838549035	0.790558318
Tpd52l2	1.032524574	1.00843374	1.032890688	1.265467904	0.918186961	0.732543678	0.960312782	0.594633671	1.202347947	1.447662671	0.871750555	0.928106272	0.863631085	0.91884029	0.925062239	0.903209608	1.60999915	1.476581212	1.137472565	1.635308097	0.976233378	1.532450658	1.466306328	1.269696566	0.915930341	0.825667895	0.763966299	0.799052225	0.971043436	0.810273109	0.769675585	1.259304449
Snrnp70	0.975620414	1.062298166	1.076581161	1.013936747	1.013967262	1.028754526	1.062813933	1.167506921	0.997543414	1.012367969	0.952962781	0.968577042	0.966522984	0.919913473	1.041810705	1.105995503	0.941276425	0.911732202	0.994516156	1.047334911	1.057063666	1.10866456	1.167486832	1.138047443	1.012563993	0.935889186	0.93945165	1.000952516	0.976745531	0.891283355	0.808562824	0.878216399
Mybpc3.1	1.016796152	0.978055624	0.873435261	0.987906969	1.064592618	0.951021398	1.091668745	1.108394021	0.999082954	0.918292604	0.93923581	0.976365977	1.087984129	1.080550916	1.090603847	1.069968374	0.88131967	0.944280522	0.922711921	1.156028347	0.98359275	1.087818543	0.997899943	1.023005245	0.916856004	1.013517238	0.921211538	1.048646678	0.992343056	0.978348334	0.943483379	1.046982844
Nid2	1.08935652	1.083675563	0.983378899	1.023950831	0.893124695	0.821788442	0.926969164	0.944856918	0.892704593	0.871317968	0.875450123	0.852912722	0.934782495	0.920631903	0.926331962	0.985602476	1.01397969	1.000564444	1.072852671	0.941276754	1.773300698	1.540222869	1.756995418	1.46973311	0.905222764	0.911733703	0.897296358	0.962520097	0.894664927	0.900165764	0.954473055	0.883605242
Ndufaf1	1.029018192	1.010630234	1.407050185	1.109799636	1.02657532	1.244881493	1.260228104	1.218842233	0.928056993	1.060214625	1.0251517	1.094513136	0.978632732	1.083303909	1.088754939	1.036966335	0.92640611	1.12298471	1.267838946	1.145813829	0.896066317	0.789309578	0.781931282	0.781345042	0.983463902	0.964758866	1.077424314	0.989895555	0.89022152	0.872727849	1.116287511	1.039554077
Srpk2	1.148226184	1.150820999	1.002820587	1.201994314	1.081618803	1.000878392	1.079859314	1.192302736	1.047069684	1.085513467	1.132224033	1.106720148	0.955101282	0.930886057	0.959181333	0.92260576	0.870389735	0.942919594	0.918697438	0.959705079	1.000020511	1.19060942	1.085900418	1.038079237	0.934710217	0.942333647	0.890382296	0.918573342	1.079363676	1.082600556	0.945764726	1.038202007
Ndufa9	1.097321403	1.078135069	1.269521517	1.198100774	1.055051481	1.262383568	1.216150023	0.968789389	0.751244134	1.181533859	0.946331689	1.136381589	1.161250973	1.210462291	1.006669525	0.751269374	0.86063973	1.056647533	0.981147002	0.824531786	0.899737054	0.618992084	0.764709572	0.822031297	1.192051016	0.89873001	1.129141231	0.633272273	0.710752479	0.995254029	1.157944171	1.10446586
Hspa8	0.972346239	0.96470427	0.945354633	0.965892754	0.910472456	0.832961642	0.940755702	0.961252866	1.015110713	1.011313778	0.939228684	0.950162407	0.898160806	0.96605631	0.99210288	0.962806359	0.994735031	1.02551188	0.947162892	1.017870175	1.023377468	1.145352985	1.112515406	1.108780014	1.063625862	0.950857247	1.020241174	0.990970636	0.995421763	0.961379316	0.950329019	1.037782192
Snd1	1.035279606	1.032497986	0.994415409	1.021653387	1.102113339	1.079443262	0.986605679	1.0705074	1.04555143	1.092903831	1.030292481	1.088075052	1.093321634	1.041698487	1.136919678	1.078517694	1.082637384	1.001280564	1.027663787	0.944361679	0.993582404	0.872223282	0.905059512	0.890623805	0.969220011	0.915194712	0.936205592	1.070514735	1.056828498	1.051795647	1.033627298	1.032721958
Bves	1.024237824	0.982487267	1.205792716	1.046629547	0.934730418	1.038359604	0.971845835	1.179987933	1.079574771	1.159952068	0.978585964	1.042064205	1.017456102	1.055759451	1.115565011	1.021341724	0.986253994	1.105872221	1.045018209	0.930300487	0.941187434	0.878526677	0.86488855	0.880839629	0.843036111	0.87531818	0.914438542	0.812788507	1.150314672	1.177269053	1.200170914	1.112606508
Krt18	1.104576116	1.098207571	0.948859075	0.836749916	1.201793338	0.992062722	1.033778368	1.035701305	0.927682294	0.806053425	0.806027425	0.738776079	1.023516241	1.047231945	1.086883836	0.99430764	1.1117805	1.010346211	1.258642442	1.024357019	1.109669419	1.87320671	1.181327431	1.841415564	1.077946884	1.113509296	1.019203616	0.92257321	1.106157905	0.990316732	0.897155269	0.935553154
Abcd1	0.958821894	0.9851217	0.831356608	0.836535886	1.020212129	1.176637653	1.131825928	1.263648236	1.065382661	1.15257713	1.197030078	1.341277406	1.156345792	1.149403196	1.08787709	1.14166329	0.9750059	1.167036923	1.12901588	1.149464348	1.003072028	0.986307031	1.052386967	1.157522833	0.817111745	0.972998365	0.951031249	0.95910251	1.160300945	1.159277872	1.307688355	1.13381428
Bag2	0.74266774	0.713652797	0.72932294	0.70418893	1.037669209	0.942304468	1.031677574	1.127258006	1.403847866	1.30437898	1.234117721	1.285552666	0.988661742	1.126699381	0.997506793	1.027101304	0.880926438	0.892979102	0.827219675	0.861868185	0.86607487	1.00956433	0.918516619	0.959773716	1.319964099	1.033587422	1.218918598	1.069090835	1.103500273	0.975235799	1.004470414	1.040936139
Ap2a2	1.008272185	0.983933677	0.944606479	1.02987367	1.02875347	1.030182587	0.97227101	0.970250528	0.975286163	0.976457625	0.96574201	0.944688371	1.055277783	1.105470795	1.135976359	1.114236758	1.051390096	1.073010454	1.079024914	0.978110771	1.063300684	0.956439529	0.999077351	1.017635321	1.010329308	0.890169321	0.975032624	1.137938586	1.017196549	1.08845508	1.099134771	1.058781887
Rab14	0.992173845	0.945478871	1.138832781	0.907034373	0.947524708	1.307891982	1.150224388	0.977888177	0.893171128	1.093358248	0.939461932	1.102382586	1.10880103	0.951072332	0.920641275	0.863429926	0.970467881	1.054345887	0.982359661	0.988479855	0.822777239	0.92204795	0.80999113	0.83536269	1.456033448	0.818948884	1.315610471	0.697303595	0.889961496	1.042173847	1.082432935	1.197214029
Tmed9	1.028544544	1.043469733	1.108704439	1.003335093	0.976157317	0.887057078	1.043710263	0.987500359	1.064993948	1.250374046	1.046185923	1.059915799	0.959895852	0.964077219	0.927782427	0.899907478	0.964442476	0.940870937	1.027924242	1.010091513	1.019102004	0.989456866	0.992143322	1.014402435	1.166789548	0.824478914	1.119738498	0.835331927	0.987502612	1.157003642	1.073372632	1.024326218
Exoc6b	0.896043892	1.074943515	1.158619019	1.157124682	1.100455551	0.971076087	1.010385129	1.24791575	1.094331212	1.052288434	1.043823465	0.988808557	0.987629129	1.048129396	1.137626075	1.221902224	1.002254596	1.118672308	1.189118269	1.187995087	1.087903458	0.969542455	1.206710237	1.05859051	0.862869856	1.132168935	1.135909349	1.242137821	1.159318696	1.159547019	1.035850461	0.956086993
Cd36	1.043292706	0.993257277	1.041460626	0.998993186	0.921543351	0.945051779	1.068098029	0.96671277	0.916907486	1.025047596	0.982518802	1.11638702	1.155454584	1.028266937	1.019578854	0.939203679	1.089299571	1.189979564	1.08082899	1.090130104	0.993583054	0.82819928	0.885775175	0.987811792	1.109732466	0.801570709	1.082601372	0.837248951	0.854916127	1.023552114	1.204470501	1.027963729
Mtmr2	1.023224166	1.038013947	1.949664935	1.385055096	0.829731851	0.752113559	0.92738598	0.796975934	0.828478623	0.928884195	0.798880915	0.683351182	1.178100635	0.943037555	0.969570384	0.92735765	0.957355907	0.758540234	0.940356265	1.052750911	1.051070216	0.925054628	1.123905355	0.970857192	0.91206753	1.135269943	1.175221321	0.907401928	0.826381652	0.902062324	0.898100713	0.809578632
Sept8	0.975001662	0.976235122	0.968821184	0.947251045	1.05854229	1.01000779	1.002981387	0.949291013	1.070600612	0.946270043	1.071457417	0.97102636	0.895464318	0.913355484	0.903332971	0.926389071	1.015189873	1.021293213	0.998710838	1.007391557	1.067117401	1.074518004	1.101468156	0.990560648	0.979356322	1.093772297	1.022583074	1.100670548	1.175342585	1.05564492	1.039748095	1.034631536
Dhx29	0.997845087	1.089701491	0.67658307	1.190216403	1.062035407	1.065771518	1.052807932	1.266404575	1.053351359	0.762864832	1.055877109	1.026183244	1.030820098	0.89795098	0.940962005	1.127800622	1.128621955	1.254452817	1.25299133	1.167056829	0.909577886	0.628678038	1.136933839	1.063142966	0.929753817	0.715641991	0.891473441	1.152186745	2.204597283	2.581146217	2.410133537	2.040633445
Mcrip2	1.057798199	0.829199976	0.875951038	0.982498716	0.844480842	1.047242699	0.845739926	0.939816554	0.868613247	1.057631128	1.008184592	0.946013416	0.699777674	1.069430297	1.205495015	1.005796148	0.898001163	1.042275421	0.858566193	0.993178104	0.9547705	1.174832457	1.236693754	1.024211002	0.669954747	0.928541472	0.704876207	0.893590229	1.148241497	1.060996794	1.18106714	1.071247225
Prrc2c	1.010822389	0.98760935	0.952276377	0.985942275	1.033397759	0.975511039	0.92979428	0.966410931	1.020231684	1.088335759	1.001903231	0.904452352	0.959067773	1.05515985	1.207713946	1.081875878	1.050318518	0.935147123	1.035858991	1.037718998	1.086185078	1.006872906	1.079909017	0.990252149	0.953550033	0.90461956	0.758759648	0.990818292	1.060569255	1.069138452	0.925417856	0.922686417
Ank3.1	1.202940536	1.198762117	1.278463172	1.215817628	0.965137574	0.947152173	0.983631203	1.100494195	1.067860902	1.105622481	0.990290705	0.99671234	0.941125322	0.940701715	1.001770455	0.92319285	1.092443968	1.086533278	1.054252346	1.028594254	0.843959536	0.869265609	0.905236257	0.853102113	0.920774714	0.954537216	0.991869245	0.947907463	1.099815912	1.114538436	1.122576262	1.099045944
Add1	1.02457745	0.971291156	1.09068936	0.970453101	1.061747204	1.060422858	1.093266572	0.910253902	0.936260224	1.035923121	0.946693843	0.949442164	1.076123673	1.125523134	1.055481609	0.996220404	1.092063856	1.098904811	1.068387987	0.907061093	0.948988131	0.884557406	0.899353234	0.812871041	1.034520284	1.034698131	1.133049296	1.097628446	1.055852793	1.096357364	1.045118379	1.030866333
Mrps34	1.010709503	0.951223695	1.314608448	0.956309108	1.047032327	1.208872089	1.068397105	1.061397091	0.885933449	1.019496597	0.897513484	0.99214755	0.993793241	1.097565334	1.00645583	0.866953801	0.922040806	0.923228581	0.931726617	0.771328626	1.091965055	1.013180949	1.005862041	1.037938206	1.131341171	0.921422592	1.186249201	0.934280691	1.165664165	1.01546235	1.09324177	1.048846849
Tmx4	1.013601244	1.119407033	1.069952953	1.131100252	0.951785235	1.034670803	1.102699274	1.061706188	0.890519502	0.869674403	0.965297474	0.89864355	1.040091236	0.882751038	1.022144453	0.950709697	1.036815099	1.234005702	1.048085444	1.20837744	1.071286009	1.141738757	1.099972447	1.134714402	0.909815346	0.925651996	0.915673292	1.046304124	0.834344745	0.988501666	0.866384419	1.098893009
Mtco1	0.975145319	1.149905784	1.159335331	1.18569365	1.050378317	1.387104667	1.209477532	1.092078371	0.900874673	1.490998946	1.189407111	1.298085454	1.328253378	1.366561342	1.177687566	0.930312777	0.933629463	1.178223939	1.039535883	0.866886675	0.846923569	0.642421986	0.677780859	0.754560291	0.892289169	1.037866631	1.0907115	0.689938024	0.745756316	1.168093843	1.335116105	0.94639097
Sqor	0.777040451	0.756411574	0.711274977	0.638777991	1.353150177	1.253224017	1.358312404	1.48139818	0.991112194	1.092332249	1.047038224	1.015648487	1.170454037	1.118315274	1.109483013	1.042911096	0.980754961	0.886759654	0.936756108	0.989256805	0.793081544	0.80177213	0.736644198	0.751648674	1.196115293	1.313704024	1.30673087	1.273218106	1.253296587	0.986897751	1.027391977	1.101738786
Mfap1b	0.972017888	0.997265941	1.04364828	0.960690528	0.905769295	0.933677803	0.934289462	1.069794991	1.017813001	0.905951116	1.133948669	0.830848319	0.87709049	0.984534239	1.065360032	1.082923714	0.973584138	0.988104192	1.091890426	1.15843376	1.023438655	1.218925447	1.227822007	1.262933432	0.958447628	1.122634567	0.957176181	1.167851784	0.993651754	0.953211385	0.906616024	0.904238867
Mlip	1.300688412	1.481764621	1.084580166	1.275833711	0.908070415	0.993671549	1.043845369	1.028047754	1.038690807	1.1023922	1.170957636	1.32236242	0.920000428	0.928515438	0.994487537	1.045243192	1.048640588	1.129016365	1.163719061	1.294871272	0.845556931	0.929318662	1.041309959	0.981386758	1.129605843	1.045503944	0.988814104	1.148793265	1.130910593	1.047011559	1.146837305	1.248128286
Eno1.1	1.031473565	1.0112423	0.891051679	1.075587155	1.013555697	0.887976813	1.031462181	1.039677944	0.994735974	0.99832825	0.951151981	1.020424408	1.032227425	1.040926689	1.039588345	0.99118083	0.975058906	0.984202407	0.970192513	1.119042272	0.950940276	0.997802823	0.836942514	1.026632887	0.988800957	0.991693557	0.939196308	1.038691682	1.037735768	1.035122261	1.025947113	1.071853542
Acot7	0.873053291	1.009930879	0.916198642	0.913906334	1.017729015	0.689987438	0.711378669	1.148510566	1.064721949	1.063720572	0.835783439	0.708163556	0.695097979	0.852404949	0.889566259	0.808289108	1.249837609	0.926759479	1.304829996	1.444947072	0.887176173	0.869198121	0.880326624	0.857041656	0.825875815	1.241472698	0.636661638	1.097890946	0.961615553	1.198738473	0.706267958	0.814148834
Mmrn1	0.877172565	0.807614662	0.79468978	1.009788103	1.35948339	1.443350411	1.660560613	1.391876235	0.7975695	0.891725557	0.738138118	0.795832284	0.956245814	1.119355974	0.627403805	1.830053414	2.083989644	1.025930015	1.522882865	1.300201857	0.809699133	0.756871453	1.01690886	1.140762316	0.915905063	0.903279772	1.242041919	1.26029236	1.294160514	1.71541043	1.345875993	0.79853168
Snrpg	0.974457962	1.064615092	0.993874915	1.055820046	1.011474533	1.064080289	1.163848107	1.096213687	1.002768252	0.947349144	1.223774209	0.966354895	0.986824375	0.92210974	1.024410857	1.033108231	1.006233277	1.124987641	1.017949078	1.114871149	1.100120257	1.091491868	1.139978188	1.153743338	0.971917711	1.034108792	1.229526513	1.045174092	0.933541839	0.903231859	0.955224931	0.960803674
Slc12a7	1.06632154	0.995508282	1.18882571	0.93303292	1.033544713	1.072631136	1.003049825	1.290241449	1.084225897	1.385344244	0.982148045	1.030391664	1.113477674	1.165134905	1.210628678	1.184518386	0.981817514	1.036610569	0.925497727	0.821743309	0.852714059	0.859872946	0.832868229	0.936058972	1.069065359	0.877922955	1.209865932	0.852763981	0.955323366	0.955218608	0.991792298	0.947047347
Tomm7	0.97070423	1.006827853	0.872317503	0.904247727	0.919534303	0.937126505	1.044909867	0.97661429	0.860830976	1.180605873	1.253464673	1.634231259	1.027431409	0.961843278	0.781358134	0.916456635	0.849933276	0.997191582	1.048402884	1.006117533	0.93242089	0.575964482	0.95254706	0.962342993	1.271069317	0.720495901	0.943946582	0.993609448	0.582861885	0.883479294	1.147702606	1.035949897
Nfrkb	1.088695126	1.210647381	1.057790261	1.180289318	1.092456261	1.176875555	1.003257542	1.141297313	1.098059659	0.911888971	1.088950351	0.997290317	1.073938876	1.039794287	1.050360469	1.198685437	1.073413466	1.037837896	1.209859953	1.251005237	1.162365015	1.28276933	1.293622536	1.164173163	0.777866454	1.210776872	0.934904406	1.232892514	1.176042841	1.136691289	1.089519163	1.037728428
Mapk10	1.52212626	1.196687642	1.18106849	1.294846858	1.364169702	0.781594416	1.356102607	0.671761719	1.013254419	0.749706547	0.843273122	0.78319413	1.385919874	1.122810545	0.958253362	1.085640082	0.752079418	0.687995022	0.894020512	1.283997006	1.137924612	1.259579479	1.33780168	1.024355688	1.051107844	1.316075292	0.972377749	1.204199903	1.506229422	1.284873677	1.259723386	1.548532198
Mospd1	1.169655683	1.245254247	1.114585449	1.171904417	1.039147513	1.007172841	1.054787811	0.879111471	0.924963449	1.033791212	1.082435741	1.065085187	0.93796663	0.989487991	0.979147671	0.810771275	0.954279376	1.071258453	0.871598687	0.943422359	1.042426331	0.995267013	0.937995695	0.88615351	0.851808839	0.880886429	0.925381081	0.747402108	0.979602428	0.989735494	1.013494702	1.044665325
Mrps26	0.899318442	0.77416278	1.286400161	1.05522651	0.988134176	1.24471975	1.077674325	1.032779752	0.763580041	0.965103277	0.791031318	0.873187556	0.871935169	0.992841459	0.86897292	0.881621132	0.778926126	0.788087304	0.940807523	0.842069048	0.993191273	0.980458076	0.999711593	1.055105876	0.994326559	0.865531777	1.187460888	1.008219594	1.059063139	0.88921551	1.024920105	1.020780298
Hacd2	1.088022938	1.235873096	0.948525375	1.030190058	1.023006539	0.908870694	0.904368115	1.19870796	1.116123806	0.913491015	1.013238529	0.936149978	0.907704452	0.952382873	1.114420212	1.219333995	1.089456622	1.059011648	1.278427276	1.417801648	1.105939003	1.110694058	0.965784667	1.145280184	0.587876653	0.837693245	0.75043136	1.191712508	0.930054273	1.055965096	0.965884118	1.006697444
Dap3	0.99069714	0.884991396	1.254543763	1.299654172	1.136302052	1.193011688	1.118356967	1.083700222	0.865341557	1.043395257	0.864869378	0.98148818	1.089689392	1.083421874	1.047638699	1.185828395	1.0077337	0.962814081	1.156504396	1.184112833	1.106513609	1.018281867	1.208396325	1.162948655	1.175548512	1.000079027	1.061598015	1.068091227	1.121787355	1.048530155	1.144547159	1.020132246
Pelo	1.050079423	1.05953084	1.224486635	1.079991961	0.946698147	1.111479509	0.999281996	0.946575901	0.934188702	1.049742234	1.014604531	1.007029692	0.996493058	1.041740255	0.994901833	0.984233713	0.964354212	1.058129287	0.971491809	0.975344152	0.980433962	1.026262594	1.075544465	1.030284693	0.936651241	1.049079021	1.068434346	0.961480478	1.034389663	0.990453535	0.90196105	1.0225395
Cav2	1.05273499	1.027454375	1.189597372	0.988336691	1.010438107	0.999897463	1.092134844	1.095732299	0.986903933	1.146435141	0.933277827	1.207741277	1.0350039	1.054864177	0.997636896	1.038946462	1.009616382	1.097892482	1.006455675	0.970358432	1.148092457	1.06090623	1.124301867	1.158422328	0.968943103	0.916647545	0.966807743	0.971547934	0.997182642	0.96287745	1.088538379	1.042431755
Zfp326	1.012744428	1.124890108	0.929165589	1.121702107	1.018700381	0.9536014	0.890979594	1.255444175	1.193568189	1.011988593	1.243976016	0.975533105	0.99757224	0.974232532	1.003756881	1.198756921	1.134435589	1.196911082	1.344159576	1.31935463	1.051868063	1.169307511	1.225866865	1.265269878	1.007355713	1.132095903	1.159624225	1.42577481	1.061607566	1.063805806	1.113417179	0.986525623
